Unnamed: 0,Price,NumBedrooms,NumBathrooms,Floor_Space,Frontyard_space_in_ft,Bathroom_Level,Bedroom_Level,Primary_Bedroom_Level,Number_Parking_Spaces
0,1149000.0,5.0,5.0,2538.0,49.0,2,1,3,4.0
1,998900.0,3.0,4.0,2728.0,49.0,1,3,1,7.0
2,799900.0,3.0,3.0,1665.0,38.0,2,3,3,4.0
3,772888.0,3.0,4.0,1745.0,31.0,2,3,3,3.0
4,624900.0,3.0,2.0,1585.0,30.28,3,3,3,3.0
5,619000.0,3.0,3.0,949.885,30.0,3,3,1,2.0
6,550000.0,3.0,2.0,1839.2842264150945,58.57068322981366,2,1,3,3.0
7,424900.0,2.0,2.0,1052.0,58.57068322981366,2,2,2,1.0
8,1863299.9999999988,4.0,5.0,2745.3,56.05,3,3,2,9.0
9,1495000.0,6.0,4.0,2745.3,70.0,3,3,3,10.0
10,849900.0,5.0,3.0,1700.0,70.0,2,2,2,9.0
11,739900.0,4.0,4.0,1839.2842264150945,58.57068322981366,1,1,1,4.0
12,599000.0,3.0,2.0,1839.2842264150945,50.0,1,2,1,1.0
13,550000.0,3.0,2.0,1091.0,30.0,2,3,3,3.0
14,489900.0,3.0,1.0,1024.79,38.28,2,2,2,3.0
15,479900.0,3.0,2.0,1839.2842264150945,58.57068322981366,2,3,1,2.0
16,474900.0,2.0,1.0,982.0,35.0,3,3,3,5.0
17,459900.0,5.0,3.0,1604.56,50.25,2,2,2,6.0
18,440000.0,3.0,1.0,949.885,58.0,2,2,2,2.0
19,439900.0,3.0,2.0,1297.39,30.0,1,1,1,2.0
20,374900.0,3.0,2.0,1290.0,58.57068322981366,3,3,3,2.0
21,949900.0,4.0,3.0,1800.0,70.0,3,3,3,5.0
22,699900.0,2.0,3.0,1839.2842264150945,58.57068322981366,1,2,1,2.0
23,699000.0,4.0,3.0,1059.0,45.0,1,3,3,1.0
24,649990.0,3.0,2.0,1839.2842264150945,58.57068322981366,1,1,3,3.0
25,649900.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,2,1,4.0
26,579000.0,4.0,2.0,1290.0,70.0,2,1,1,4.0
27,464900.0,3.0,2.0,1210.0,30.0,3,3,3,1.0
28,434900.0,4.0,2.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
29,399900.0,3.0,2.0,1140.0,58.57068322981366,3,3,3,1.0
30,399000.0,4.0,1.0,949.885,30.0,2,2,2,2.0
31,1499900.0,6.0,5.0,2745.3,40.0,1,1,1,8.0
32,1499900.0,6.0,1.0,2745.3,40.0,1,1,1,8.0
33,999900.0,4.0,4.0,2238.8,69.88,2,3,3,4.0
34,769900.0,4.0,3.0,2346.0,36.75,3,3,3,6.0
35,620000.0,5.0,2.0,949.885,50.0,1,2,1,4.0
36,599900.0,3.0,2.0,1048.38,70.0,1,3,3,3.0
37,549900.0,3.0,2.0,1839.2842264150945,58.57068322981366,3,1,3,2.0
38,499900.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
39,374400.0,1.0,1.0,949.885,58.57068322981366,2,2,1,1.0
40,1198800.0,4.0,4.0,2263.0,41.0,2,3,3,4.0
41,899900.0,4.0,3.0,2206.0,65.0,3,3,3,7.0
42,889900.0,3.0,3.0,1913.0,38.0,3,3,3,4.0
43,574000.0,5.0,3.0,2057.56,58.57068322981366,2,3,3,3.0
44,542000.0,3.0,3.0,1066.41,58.57068322981366,3,3,3,1.0
45,469900.0,3.0,1.0,949.885,35.0,2,2,3,4.0
46,1863299.9999999988,6.0,5.0,2745.3,70.0,3,3,3,10.0
47,1385000.0,5.0,5.0,2745.3,41.9,1,1,3,6.0
48,1175000.0,4.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,8.0
49,845888.0,2.0,2.0,1839.2842264150945,58.57068322981366,1,2,1,3.0
50,839900.0,4.0,2.0,1205.32,58.23,2,3,3,4.0
51,799900.0,2.0,2.0,1660.0,58.57068322981366,2,2,2,2.0
52,735000.0,5.0,4.0,1839.2842264150945,58.57068322981366,2,1,1,1.0
53,699900.0,3.0,3.0,1697.0,50.0,3,3,3,4.0
54,549000.0,5.0,2.0,1839.2842264150945,58.57068322981366,1,1,1,4.0
55,525000.0,3.0,2.0,987.0,32.0,3,3,3,2.0
56,374400.0,1.0,1.0,1320.0,58.57068322981366,1,1,1,1.0
57,1111000.0,4.0,4.0,2745.3,50.78,3,3,3,6.0
58,1100000.0,6.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,4.0
59,799000.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,3,1,3.0
60,659900.0,5.0,2.0,1839.2842264150945,58.57068322981366,1,1,1,5.0
61,649000.0,5.0,2.0,1839.2842264150945,58.57068322981366,2,2,1,3.0
62,599900.0,4.0,3.0,1294.0,45.63,1,1,3,2.0
63,599000.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,1,1,6.0
64,439900.0,3.0,2.0,1050.0,30.0,2,3,3,1.0
65,1499999.0,6.0,4.0,2745.3,70.0,3,1,3,4.0
66,899000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,3,3,4.0
67,879990.0,4.0,4.0,1839.2842264150945,58.57068322981366,1,1,1,4.0
68,849900.0,3.0,4.0,1782.63,40.08,3,3,3,4.0
69,739000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,3,1,2.0
70,664900.0,3.0,3.0,1429.32,58.57068322981366,3,3,3,2.0
71,579000.0,3.0,2.0,1839.2842264150945,58.57068322981366,1,1,3,3.0
72,1099900.0,3.0,4.0,2123.0,52.0,2,1,2,4.0
73,859000.0,3.0,4.0,1800.0,48.72,2,3,3,4.0
74,849900.0,2.0,2.0,1410.0,34.0,3,3,3,2.0
75,589900.0,3.0,2.0,1094.0,32.81,1,2,2,2.0
76,539000.0,3.0,2.0,1028.0,58.57068322981366,2,2,2,1.0
77,374900.0,1.0,1.0,949.885,58.57068322981366,2,2,1,1.0
78,374400.0,2.0,1.0,949.885,58.57068322981366,2,2,2,1.0
79,721000.0,4.0,2.0,1839.2842264150945,58.57068322981366,1,1,2,2.0
80,570000.0,5.0,2.0,950.0,35.32,2,2,2,4.0
81,439900.0,3.0,2.0,1193.0,30.0,3,3,3,1.0
82,1650000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,1,2,6.0
83,649900.0,3.0,5.0,1839.2842264150945,58.57068322981366,1,1,3,3.0
84,374400.0,1.0,2.0,1839.2842264150945,34.0,1,1,1,1.0
85,374400.0,2.0,1.0,1839.2842264150945,58.57068322981366,1,1,2,2.0
86,374400.0,1.0,1.0,949.885,58.57068322981366,1,1,1,1.0
87,1075000.0,2.0,3.0,2161.0,65.12,2,2,2,4.0
88,899999.0,6.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,6.0
89,799000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,4.0
90,775000.0,4.0,3.0,1839.2842264150945,58.57068322981366,2,1,3,2.0
91,669999.0,4.0,2.0,1839.2842264150945,58.57068322981366,1,1,1,2.0
92,659900.0,3.0,3.0,1141.85,58.57068322981366,1,2,2,2.0
93,650000.0,4.0,2.0,1233.8,50.0,2,2,2,6.0
94,599900.0,4.0,2.0,1839.2842264150945,58.57068322981366,1,1,3,4.0
95,579900.0,2.0,2.0,1700.0,58.57068322981366,2,2,2,7.0
96,374400.0,2.0,1.0,950.0,30.0,2,2,2,1.0
97,1599900.0,5.0,4.0,2745.3,59.97,2,3,3,7.0
98,1369000.0,5.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,6.0
99,1249000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,1,2,4.0
100,785000.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,2.0
101,749900.0,5.0,3.0,1839.2842264150945,58.57068322981366,1,1,1,5.0
102,729900.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,1,1,6.0
103,624900.0,1.0,1.0,1839.2842264150945,69.17,1,1,1,6.0
104,599900.0,2.0,2.0,1839.2842264150945,58.57068322981366,1,2,2,1.0
105,599000.0,3.0,4.0,1464.0,58.57068322981366,1,3,3,2.0
106,799000.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
107,749000.0,4.0,2.0,1839.2842264150945,55.0,1,1,1,4.0
108,599900.0,2.0,2.0,1189.0,58.57068322981366,2,2,2,1.0
109,374400.0,1.0,1.0,1567.0,58.57068322981366,1,1,1,1.0
110,799999.0,4.0,2.0,1350.0,70.0,2,3,3,1.0
111,749000.0,3.0,2.0,1058.0,55.0,3,3,3,1.0
112,374400.0,1.0,1.0,949.885,58.57068322981366,1,1,1,1.0
113,850000.0,4.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,6.0
114,374400.0,3.0,1.0,1839.2842264150945,58.57068322981366,2,2,1,2.0
115,949900.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,3.0
116,899000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,1,1,6.0
117,749900.0,5.0,2.0,1839.2842264150945,58.57068322981366,2,1,2,5.0
118,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,8.0
119,990000.0,5.0,4.0,1839.2842264150945,40.18,1,2,1,6.0
120,720000.0,4.0,2.0,1645.0,39.0,1,3,3,3.0
121,619900.0,6.0,2.0,1839.2842264150945,58.57068322981366,2,1,2,4.0
122,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,10.0
123,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
124,1799900.0,5.0,4.0,2159.0,70.0,1,1,2,1.0
125,990000.0,5.0,4.0,2745.3,40.18,3,3,3,1.0
126,889000.0,4.0,4.0,1839.2842264150945,58.57068322981366,2,1,3,2.0
127,748000.0,4.0,4.0,1839.2842264150945,58.57068322981366,1,2,1,2.0
128,499900.0,3.0,3.0,1550.0,58.57068322981366,2,3,3,1.0
129,499000.0,3.0,1.0,1417.66,70.0,2,3,3,1.0
130,439900.0,3.0,2.0,1839.2842264150945,58.57068322981366,1,2,1,3.0
131,374400.0,2.0,2.0,949.885,30.0,2,3,3,1.0
132,374400.0,1.0,1.0,949.885,58.57068322981366,2,2,1,1.0
133,374400.0,2.0,1.0,949.885,30.0,2,2,2,1.0
134,949000.0,4.0,3.0,2362.0,30.83,3,3,3,1.0
135,849900.0,2.0,2.0,1470.18,58.57068322981366,2,2,2,1.0
136,749900.0,4.0,2.0,1839.2842264150945,58.57068322981366,1,1,1,6.0
137,635000.0,4.0,2.0,1839.2842264150945,58.57068322981366,2,2,2,2.0
138,624999.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,3.0
139,565000.0,3.0,2.0,1075.0,70.0,2,2,1,1.0
140,499900.0,6.0,3.0,1839.2842264150945,58.57068322981366,2,1,1,1.0
141,439900.0,3.0,3.0,1340.0,58.57068322981366,1,1,1,2.0
142,1199900.0,4.0,3.0,1690.0,54.51,1,2,2,4.0
143,1099000.0,5.0,4.0,2745.3,49.0,3,1,3,1.0
144,950000.0,1.0,1.0,1839.2842264150945,44.75,1,1,1,1.0
145,779000.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,3.0
146,699900.0,3.0,3.0,1577.0,58.57068322981366,1,1,1,1.0
147,675000.0,2.0,2.0,1250.0,58.57068322981366,2,2,2,1.0
148,650000.0,3.0,2.0,1839.2842264150945,58.57068322981366,1,1,2,1.0
149,649000.0,3.0,4.0,1698.0,30.0,1,1,1,1.0
150,629900.0,3.0,4.0,1839.2842264150945,58.57068322981366,2,1,1,2.0
151,629900.0,3.0,4.0,1737.0,58.57068322981366,1,1,1,2.0
152,424900.0,2.0,1.0,949.885,30.0,2,2,2,1.0
153,1299800.0,6.0,5.0,2620.0,54.54,2,2,3,1.0
154,949999.0,4.0,4.0,2366.0,58.57068322981366,2,3,3,1.0
155,919000.0,3.0,2.0,1967.0,70.0,2,2,2,1.0
156,809000.0,3.0,3.0,1658.0,36.09,3,3,3,1.0
157,749500.0,4.0,3.0,1481.0,70.0,1,2,2,1.0
158,659000.0,3.0,2.0,1114.63,50.13,3,3,3,6.0
159,499900.0,3.0,2.0,949.885,40.0,1,1,1,1.0
160,379900.0,1.0,1.0,949.885,70.0,2,1,2,1.0
161,374400.0,2.0,1.0,949.885,58.57068322981366,2,2,2,1.0
162,374400.0,1.0,1.0,949.885,30.0,2,2,1,1.0
163,1345000.0,5.0,5.0,1839.2842264150945,58.57068322981366,1,3,1,4.0
164,978500.0,5.0,4.0,2200.0,40.24,3,1,3,1.0
165,854200.0,3.0,3.0,1654.0,36.0,2,3,2,1.0
166,849900.0,2.0,1.0,1295.0,38.0,1,2,2,1.0
167,814900.0,4.0,4.0,1654.0,32.0,2,3,1,1.0
168,773900.0,3.0,3.0,1641.0,36.0,2,3,3,1.0
169,755900.0,3.0,3.0,1618.0,32.0,3,3,3,1.0
170,649900.0,3.0,2.0,1582.0,54.9,2,3,3,1.0
171,629999.0,3.0,3.0,1674.03,58.57068322981366,3,2,2,1.0
172,374900.0,2.0,2.0,949.885,58.57068322981366,2,2,2,1.0
173,949999.0,3.0,3.0,1839.2842264150945,58.57068322981366,2,1,3,6.0
174,849900.0,5.0,1.0,2470.0,31.08,1,1,1,1.0
175,819900.0,4.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,4.0
176,649000.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,2.0
177,974900.0,4.0,4.0,2156.0,36.0,2,3,3,1.0
178,874900.0,3.0,3.0,1823.0,36.0,2,3,3,1.0
179,649000.0,3.0,3.0,1510.0,30.0,3,3,3,1.0
180,529900.0,3.0,4.0,1482.0,30.0,3,3,3,1.0
181,518900.0,6.0,3.0,1839.2842264150945,58.57068322981366,2,2,3,1.0
182,1399900.0,4.0,3.0,2745.3,70.0,3,3,3,8.0
183,1049900.0,4.0,3.0,1320.0,70.0,1,1,2,7.0
184,900000.0,5.0,4.0,1839.2842264150945,58.57068322981366,1,3,1,6.0
185,724999.0,4.0,2.0,1839.2842264150945,58.57068322981366,1,1,2,3.0
186,699999.0,3.0,3.0,1908.0,30.0,2,3,3,1.0
187,699000.0,4.0,2.0,1112.0,44.0,1,1,1,1.0
188,649900.0,4.0,2.0,1000.0,40.0,1,3,3,1.0
189,640000.0,3.0,1.0,949.885,60.0,2,2,1,1.0
190,570000.0,4.0,2.0,1839.2842264150945,58.57068322981366,1,1,3,2.0
191,499900.0,3.0,3.0,1500.0,58.57068322981366,3,3,3,1.0
192,384900.0,2.0,2.0,1065.95,30.0,2,2,2,1.0
193,374400.0,2.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
194,1588000.0,6.0,4.0,2745.3,58.23,3,3,3,1.0
195,1149990.0,5.0,4.0,2540.0,40.35,1,3,3,1.0
196,1149888.0,5.0,4.0,2416.0,60.2,3,3,3,1.0
197,1049000.0,4.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,4.0
198,899000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,3,3,5.0
199,869900.0,5.0,4.0,1848.0,36.0,2,3,3,4.0
200,849900.0,5.0,2.0,1600.0,36.12,3,3,2,4.0
201,799000.0,3.0,3.0,1839.2842264150945,58.57068322981366,2,3,1,5.0
202,724999.0,4.0,2.0,1300.0,31.15,2,1,2,3.0
203,698888.0,4.0,1.0,949.885,37.0,1,1,1,1.0
204,649900.0,1.0,1.0,1000.0,58.57068322981366,1,1,1,1.0
205,589000.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
206,374400.0,1.0,1.0,949.885,58.57068322981366,2,2,1,1.0
207,1863299.9999999988,5.0,4.0,2745.3,70.0,1,3,3,10.0
208,1485000.0,5.0,4.0,2584.0,48.37,1,3,3,6.0
209,1365000.0,6.0,5.0,2591.0,39.83,3,3,3,1.0
210,1350000.0,4.0,2.0,1839.2842264150945,58.57068322981366,1,1,1,10.0
211,949999.0,4.0,4.0,1839.2842264150945,32.84,1,1,1,4.0
212,900000.0,5.0,4.0,2134.63,70.0,1,3,3,8.0
213,834900.0,2.0,2.0,1560.0,30.0,2,2,2,1.0
214,764900.0,3.0,3.0,2172.0,30.0,2,3,3,1.0
215,749900.0,3.0,3.0,2073.0,30.0,2,3,3,1.0
216,749900.0,3.0,3.0,2073.0,30.0,2,3,3,1.0
217,749000.0,2.0,2.0,1839.2842264150945,58.57068322981366,1,1,1,2.0
218,674900.0,3.0,2.0,1258.0,30.0,3,3,3,1.0
219,649900.0,5.0,1.0,1500.0,30.0,1,1,1,1.0
220,629900.0,3.0,1.0,1500.0,30.0,1,1,1,1.0
221,629900.0,3.0,1.0,1500.0,30.13,1,1,1,1.0
222,629900.0,3.0,1.0,1500.0,30.16,1,1,1,1.0
223,499900.0,4.0,4.0,1839.2842264150945,58.57068322981366,2,1,3,2.0
224,475000.0,3.0,2.0,1251.0,58.57068322981366,2,3,3,1.0
225,374400.0,2.0,1.0,949.885,58.57068322981366,3,3,1,1.0
226,374400.0,2.0,1.0,949.885,58.57068322981366,2,2,1,1.0
227,374400.0,1.0,1.0,949.885,58.57068322981366,1,1,1,1.0
228,1863299.9999999988,5.0,5.0,2745.3,60.0,3,3,3,1.0
229,1863299.9999999988,4.0,4.0,2745.3,62.53,2,3,3,7.0
230,1480000.0,6.0,5.0,2693.0,63.04,1,2,2,1.0
231,1225000.0,5.0,4.0,2314.0,40.0,1,3,3,1.0
232,1150000.0,6.0,4.0,1839.2842264150945,58.57068322981366,1,2,2,1.0
233,1099900.0,5.0,4.0,2171.0,45.0,2,3,2,1.0
234,810000.0,1.0,1.0,1839.2842264150945,50.0,1,1,1,10.0
235,799900.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,3.0
236,649900.0,3.0,2.0,1398.0,45.0,3,3,3,1.0
237,619786.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,2.0
238,599000.0,5.0,2.0,1839.2842264150945,58.57068322981366,1,1,2,2.0
239,469999.0,3.0,2.0,1839.2842264150945,58.57068322981366,2,3,3,2.0
