Unnamed: 0,Price,NumBedrooms,NumBathrooms,Floor_Space,Frontyard_space_in_ft,Bathroom_Level,Bedroom_Level,Primary_Bedroom_Level,Number_Parking_Spaces
499,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,10.0
500,1863299.9999999988,5.0,5.0,2745.3,62.5,2,1,3,4.0
501,1599900.0,4.0,4.0,2745.3,70.0,2,2,2,1.0
502,1499900.0,2.0,3.0,2048.0,66.0,2,2,2,1.0
503,1190000.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,9.0
504,1079900.0,4.0,4.0,2528.0,57.0,3,3,3,4.0
505,854900.0,3.0,3.0,1930.0,33.0,3,3,3,4.0
506,790000.0,4.0,1.0,1810.0,61.1,1,1,1,1.0
507,790000.0,4.0,3.0,1810.0,61.1,1,3,1,1.0
508,599900.0,5.0,1.0,949.885,46.0,1,1,1,1.0
509,459000.0,5.0,2.0,1839.2842264150945,58.57068322981366,1,1,1,4.0
510,418000.0,3.0,2.0,1245.0,58.57068322981366,2,2,2,1.0
511,374400.0,1.0,1.0,949.885,58.57068322981366,1,1,1,1.0
512,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
513,1299900.0,4.0,3.0,2745.3,65.44,2,3,3,1.0
514,1095000.0,4.0,3.0,2316.0,40.0,2,3,3,1.0
515,899900.0,5.0,3.0,949.885,42.5,1,1,1,1.0
516,825000.0,3.0,4.0,2058.0,40.0,2,3,3,1.0
517,849000.0,3.0,3.0,1839.2842264150945,58.57068322981366,3,3,1,6.0
518,789000.0,1.0,1.0,1839.2842264150945,30.0,1,1,1,3.0
519,779000.0,3.0,3.0,1400.0,32.5,3,3,3,1.0
520,760000.0,6.0,3.0,1839.2842264150945,58.57068322981366,1,2,1,3.0
521,760000.0,6.0,3.0,1839.2842264150945,58.57068322981366,1,1,1,4.0
522,749900.0,5.0,1.0,1442.0,50.21,1,1,1,1.0
523,699900.0,5.0,2.0,1839.2842264150945,58.57068322981366,1,3,1,7.0
524,449900.0,2.0,2.0,1152.0,35.42,2,2,2,1.0
525,399900.0,2.0,2.0,949.885,58.57068322981366,2,2,2,1.0
526,1200000.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
527,599900.0,5.0,3.0,1070.0,49.11,1,1,1,1.0
528,574900.0,5.0,2.0,1110.0,50.0,2,2,1,1.0
529,549900.0,4.0,1.0,1620.0,47.27,1,1,1,5.0
530,399900.0,2.0,1.0,949.885,40.0,2,2,1,1.0
531,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
532,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
533,374400.0,2.0,1.0,949.885,30.0,2,2,2,3.0
534,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
535,535500.0,2.0,1.0,949.885,46.6,2,2,1,1.0
536,1863299.9999999988,1.0,1.0,1839.2842264150945,45.0,1,1,1,1.0
537,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
538,1599900.0,5.0,5.0,2745.3,50.0,3,1,3,1.0
539,1550000.0,6.0,5.0,2745.3,53.6,2,3,3,4.0
540,1000000.0,1.0,1.0,1839.2842264150945,47.12,1,1,1,1.0
541,929900.0,3.0,3.0,1999.0,40.12,3,3,3,1.0
542,726000.0,4.0,3.0,1839.2842264150945,58.57068322981366,3,1,3,2.0
543,1863299.9999999988,1.0,1.0,1839.2842264150945,44.79,1,1,1,1.0
544,1089000.0,5.0,4.0,2314.0,40.0,2,1,3,1.0
545,1079000.0,4.0,4.0,1839.2842264150945,58.57068322981366,1,1,1,6.0
546,894900.0,4.0,3.0,1904.0,33.0,2,3,3,4.0
547,679900.0,4.0,4.0,1873.0,30.0,2,3,1,1.0
548,624900.0,5.0,2.0,2329.0,39.0,2,2,2,1.0
549,459900.0,3.0,2.0,1344.0,58.57068322981366,1,1,1,1.0
550,374400.0,1.0,1.0,1839.2842264150945,32.89,1,1,1,1.0
551,1500000.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,10.0
552,799900.0,1.0,1.0,1839.2842264150945,33.0,1,1,1,8.0
553,799000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,1,1,3.0
554,379900.0,2.0,1.0,949.885,32.0,2,2,1,1.0
555,1863299.9999999988,5.0,5.0,2745.3,70.0,3,3,2,1.0
556,1863299.9999999988,6.0,5.0,2725.0,70.0,2,2,2,10.0
557,1349999.0,6.0,5.0,1839.2842264150945,58.57068322981366,1,1,3,4.0
558,429900.0,2.0,2.0,949.885,30.0,2,2,2,1.0
559,374400.0,1.0,1.0,949.885,30.0,1,1,1,2.0
560,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,2,2,1,2.0
561,1863299.9999999988,6.0,5.0,2745.3,60.01,3,1,3,1.0
562,1689900.0,4.0,4.0,2745.3,53.34,2,3,3,1.0
563,1399990.0,4.0,3.0,1839.2842264150945,58.57068322981366,2,1,3,6.0
564,378300.0,2.0,2.0,1036.0,30.0,2,2,2,1.0
565,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
566,1863299.9999999988,6.0,5.0,2745.3,64.99,3,3,3,1.0
567,999900.0,5.0,3.0,1839.2842264150945,58.57068322981366,2,2,3,4.0
568,559999.0,3.0,2.0,1839.2842264150945,58.57068322981366,1,2,1,2.0
569,374400.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
570,695000.0,3.0,3.0,1629.0,30.0,1,1,1,1.0
571,619900.0,3.0,2.0,949.885,40.14,2,1,2,1.0
572,574000.0,3.0,1.0,950.0,40.0,2,2,1,1.0
573,474900.0,4.0,2.0,1839.2842264150945,58.57068322981366,2,2,1,6.0
574,399900.0,2.0,2.0,949.885,58.57068322981366,1,3,3,1.0
575,1750000.0,1.0,1.0,1095.0,70.0,1,1,1,3.0
576,1500000.0,6.0,1.0,1630.0,34.0,1,1,1,3.0
577,1399990.0,4.0,3.0,2745.3,70.0,3,3,3,1.0
578,999900.0,4.0,3.0,2400.0,47.74,2,3,3,4.0
579,979500.0,4.0,2.0,2745.3,30.0,2,2,2,1.0
580,529900.0,2.0,2.0,1366.0,30.0,2,2,2,1.0
581,425000.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
582,374400.0,2.0,1.0,949.885,30.0,2,2,2,2.0
583,374400.0,1.0,3.0,1839.2842264150945,30.0,1,1,1,1.0
584,1799000.0,6.0,1.0,2745.3,70.0,1,1,1,10.0
585,1599900.0,6.0,1.0,1794.0,66.99,1,1,1,7.0
586,1449000.0,4.0,3.0,2745.3,54.0,3,3,3,1.0
587,1040000.0,5.0,4.0,2527.0,36.18,3,3,3,6.0
588,849900.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,3,1,6.0
589,575000.0,2.0,2.0,1435.0,58.57068322981366,2,2,2,2.0
590,1449000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,1,3,6.0
591,1278900.0,5.0,4.0,2744.0,60.0,3,3,3,1.0
592,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
593,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
594,969900.0,4.0,3.0,2209.0,35.0,2,3,3,1.0
595,949900.0,4.0,3.0,2209.0,35.0,2,3,3,1.0
596,880000.0,3.0,2.0,1366.0,60.15,3,3,3,1.0
597,725000.0,5.0,3.0,949.885,60.0,3,3,3,4.0
598,689900.0,5.0,2.0,1839.2842264150945,58.57068322981366,2,2,1,6.0
599,1550000.0,6.0,5.0,1839.2842264150945,58.57068322981366,1,2,3,6.0
600,719999.0,3.0,4.0,2000.0,30.0,1,3,1,2.0
601,1089000.0,4.0,4.0,2258.0,53.88,3,1,3,1.0
602,599900.0,3.0,3.0,1800.0,30.0,2,1,3,2.0
603,469900.0,3.0,2.0,1200.0,58.57068322981366,3,3,3,1.0
604,399900.0,2.0,2.0,949.885,58.57068322981366,2,2,2,1.0
605,389000.0,2.0,2.0,1839.2842264150945,58.57068322981366,1,2,2,1.0
606,1863299.9999999988,4.0,5.0,2745.3,64.21,3,3,2,1.0
607,1499000.0,4.0,4.0,2745.3,70.0,3,3,3,1.0
608,849000.0,6.0,5.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
609,799900.0,3.0,4.0,1682.31,33.46,2,3,3,3.0
610,599000.0,3.0,2.0,1839.2842264150945,58.57068322981366,1,3,1,2.0
611,434900.0,3.0,2.0,1839.2842264150945,58.57068322981366,1,3,3,1.0
612,1080990.0,3.0,3.0,1535.0,58.57068322981366,2,2,1,1.0
613,1039990.0,3.0,3.0,1452.0,58.57068322981366,2,2,1,1.0
614,956990.0,3.0,3.0,1315.0,58.57068322981366,2,2,1,1.0
615,832990.0,2.0,3.0,1128.0,58.57068322981366,2,2,1,1.0
616,814990.0,3.0,2.0,1084.0,58.57068322981366,2,2,1,1.0
617,755990.0,2.0,2.0,1068.0,58.57068322981366,2,2,1,1.0
618,699990.0,1.0,2.0,949.885,58.57068322981366,2,2,1,1.0
619,697990.0,2.0,2.0,949.885,58.57068322981366,2,2,1,1.0
620,679990.0,2.0,2.0,949.885,58.57068322981366,2,2,1,1.0
621,524990.0,1.0,1.0,949.885,58.57068322981366,2,2,1,1.0
622,1048000.0,4.0,4.0,1720.0,36.0,3,3,3,1.0
623,849000.0,6.0,1.0,949.885,32.0,1,1,1,1.0
624,409900.0,2.0,2.0,1036.2,58.57068322981366,2,2,2,1.0
625,699000.0,3.0,3.0,1685.0,30.0,2,3,3,2.0
626,1049000.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,3,3,4.0
627,1863299.9999999988,4.0,5.0,2745.3,70.0,3,3,3,1.0
628,1400000.0,1.0,1.0,1839.2842264150945,30.0,1,1,1,1.0
629,1300000.0,4.0,1.0,1675.0,33.0,1,1,1,1.0
630,949000.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
631,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
632,374400.0,6.0,5.0,1839.2842264150945,58.57068322981366,1,2,1,8.0
633,1499900.0,4.0,4.0,2745.3,67.0,3,3,3,1.0
634,1249900.0,5.0,4.0,2745.3,57.14,1,3,3,1.0
635,1199000.0,5.0,5.0,2745.3,30.82,3,3,3,6.0
636,999900.0,5.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,6.0
637,949050.0,6.0,5.0,1839.2842264150945,58.57068322981366,1,1,1,6.0
638,909900.0,4.0,3.0,2319.0,36.2,2,3,3,4.0
639,889900.0,4.0,3.0,2213.0,36.2,2,3,3,4.0
640,879900.0,4.0,3.0,2143.0,36.2,2,3,3,4.0
641,869900.0,4.0,3.0,1956.0,36.2,2,3,3,4.0
642,445000.0,2.0,1.0,949.885,40.0,2,2,1,1.0
643,1499000.0,2.0,3.0,2194.77,70.0,2,2,2,1.0
644,1279000.0,5.0,4.0,2631.0,59.2,2,3,3,4.0
645,999900.0,5.0,4.0,2745.3,40.26,3,1,1,4.0
646,975582.0,4.0,3.0,2579.0,35.2,3,3,3,4.0
647,899975.0,4.0,3.0,2145.0,35.1,2,3,3,4.0
648,699000.0,2.0,2.0,1180.0,70.0,2,2,2,1.0
649,599900.0,5.0,1.0,1027.0,41.0,1,1,1,1.0
650,1270000.0,4.0,5.0,2745.3,39.63,3,3,3,1.0
651,1099000.0,4.0,4.0,2250.0,40.45,2,3,3,4.0
652,599900.0,4.0,2.0,1500.0,47.0,3,3,3,1.0
653,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
654,729900.0,3.0,3.0,1839.2842264150945,58.57068322981366,1,3,1,2.0
655,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
656,939000.0,3.0,3.0,1892.0,38.2,2,3,3,1.0
657,875000.0,1.0,5.0,2745.3,58.57068322981366,1,1,1,3.0
658,1799900.0,6.0,3.0,2567.0,56.6,3,3,1,1.0
659,1699900.0,5.0,4.0,2745.3,60.04,1,3,3,1.0
660,649900.0,4.0,3.0,957.0,50.0,1,1,2,1.0
661,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
662,620000.0,6.0,2.0,949.885,63.95,1,2,1,1.0
663,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
664,1299900.0,5.0,4.0,1839.2842264150945,58.57068322981366,1,1,3,4.0
665,1049900.0,2.0,2.0,1753.0,58.57068322981366,2,2,2,1.0
666,1049900.0,2.0,2.0,1753.0,58.57068322981366,2,2,2,1.0
667,1029900.0,2.0,2.0,1702.0,58.57068322981366,2,2,2,1.0
668,1029900.0,2.0,2.0,1702.0,58.57068322981366,2,2,2,1.0
669,999900.0,2.0,2.0,1663.0,58.57068322981366,2,2,2,1.0
670,999900.0,2.0,2.0,1663.0,58.57068322981366,2,2,2,1.0
671,895900.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,3,3,4.0
672,884900.0,4.0,3.0,1839.2842264150945,58.57068322981366,1,3,3,4.0
673,799000.0,3.0,3.0,2012.0,30.84,3,3,3,3.0
674,399900.0,1.0,1.0,1839.2842264150945,40.0,1,1,1,4.0
675,1775000.0,4.0,4.0,2745.3,50.12,2,3,3,1.0
676,1299900.0,5.0,4.0,2700.0,70.0,3,3,3,4.0
677,1100000.0,4.0,4.0,2338.0,63.0,3,3,3,1.0
678,895900.0,4.0,3.0,2366.0,36.0,3,3,3,4.0
679,884900.0,4.0,3.0,2316.0,36.0,3,3,3,4.0
680,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
681,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,6.0
682,659900.0,5.0,2.0,1000.0,39.99,2,1,2,1.0
683,589900.0,4.0,1.0,1063.0,45.0,2,2,1,1.0
684,729900.0,2.0,3.0,1669.0,58.57068322981366,1,3,3,1.0
685,709900.0,5.0,1.0,1500.0,31.99,1,1,1,3.0
686,374400.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
687,374400.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
688,911550.0,4.0,4.0,2033.0,48.0,3,3,3,1.0
689,579900.0,2.0,2.0,949.885,30.0,2,2,1,1.0
690,389000.0,2.0,2.0,1019.29,30.0,2,2,2,1.0
691,1800000.0,1.0,1.0,1839.2842264150945,45.0,1,1,1,10.0
692,648888.0,5.0,2.0,949.885,54.33,2,2,1,1.0
693,759050.0,5.0,3.0,1839.2842264150945,58.57068322981366,1,1,1,5.0
694,1399000.0,4.0,4.0,2745.3,70.0,3,3,3,1.0
695,899900.0,3.0,3.0,1615.0,40.0,2,2,3,4.0
696,374400.0,1.0,2.0,1839.2842264150945,70.0,1,1,1,1.0
697,1863299.9999999988,1.0,1.0,1839.2842264150945,30.0,1,1,1,1.0
698,599999.0,1.0,1.0,1839.2842264150945,30.0,1,1,1,4.0
699,1499900.0,4.0,4.0,2745.3,49.87,3,3,3,1.0
700,949900.0,4.0,4.0,2156.0,36.0,2,3,3,1.0
701,759050.0,5.0,3.0,1839.2842264150945,58.57068322981366,1,1,1,3.0
702,1565000.0,2.0,2.0,2745.3,58.57068322981366,2,2,2,2.0
703,374400.0,2.0,1.0,1120.0,30.0,2,2,2,3.0
704,899000.0,3.0,3.0,1800.0,39.0,2,3,1,6.0
705,434900.0,3.0,2.0,1150.0,30.0,2,3,3,1.0
706,1499900.0,4.0,5.0,2745.3,55.91,2,3,3,1.0
707,1849000.0,4.0,5.0,2745.3,70.0,3,3,3,9.0
708,1299900.0,6.0,1.0,2745.3,69.5,1,1,1,7.0
709,1249999.0,4.0,4.0,2713.0,40.0,3,3,3,1.0
710,1189000.0,1.0,2.0,2585.0,40.0,2,1,3,1.0
711,1125000.0,4.0,4.0,2441.0,40.0,3,3,3,1.0
712,1100000.0,4.0,4.0,2395.0,40.0,3,3,3,1.0
713,999999.0,4.0,4.0,2175.0,40.0,3,3,3,4.0
714,999900.0,1.0,1.0,1839.2842264150945,50.06,1,1,1,7.0
715,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
716,374400.0,1.0,1.0,1800.0,70.0,1,1,1,10.0
717,1750000.0,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
718,1074900.0,5.0,5.0,2156.0,36.0,1,3,3,4.0
719,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
720,1799900.0,6.0,1.0,2567.0,56.6,1,1,1,1.0
721,374400.0,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
722,449900.0,4.0,1.0,1975.0,36.0,1,1,1,5.0
723,379000.0,1.0,1.0,1235.0,58.57068322981366,1,1,1,1.0
724,999000.0,5.0,4.0,2170.0,40.13,1,3,3,1.0
725,749900.0,3.0,3.0,1600.0,32.0,3,3,1,1.0
726,374400.0,1.0,1.0,1839.2842264150945,60.0,1,1,1,1.0
727,445900.0,2.0,2.0,1130.0,58.57068322981366,2,2,2,1.0
728,1345000.0,6.0,4.0,2745.3,66.0,3,1,3,6.0
729,839000.0,3.0,3.0,1908.0,36.0,2,3,3,1.0
730,832000.0,3.0,3.0,1800.0,36.0,3,3,3,1.0
731,1799000.0,4.0,4.0,2745.3,67.0,3,3,3,1.0
732,499000.0,3.0,2.0,1100.0,58.57068322981366,2,3,3,1.0
733,979900.0,4.0,3.0,2075.0,40.1,3,3,3,1.0
734,979900.0,4.0,3.0,2020.0,40.1,3,3,3,1.0
735,979900.0,4.0,3.0,2075.0,40.1,3,3,3,1.0
736,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,10.0
737,999000.0,3.0,3.0,2111.0,40.0,2,3,3,4.0
738,949900.0,1.0,1.0,1839.2842264150945,52.13,1,1,1,10.0
739,1863299.9999999988,6.0,5.0,2745.3,70.0,3,1,3,6.0
740,849900.0,3.0,3.0,1700.0,66.25,2,2,2,4.0
741,1863299.9999999988,1.0,1.0,1839.2842264150945,58.57068322981366,1,1,1,1.0
742,1863299.9999999988,1.0,1.0,1839.2842264150945,70.0,1,1,1,1.0
743,999900.0,3.0,3.0,2093.0,30.0,3,3,3,1.0
744,689000.0,1.0,3.0,2411.0,58.57068322981366,1,1,1,1.0
745,644900.0,3.0,3.0,1686.0,30.0,3,3,3,1.0
746,644900.0,3.0,3.0,1686.0,30.0,2,3,3,1.0
747,624900.0,3.0,3.0,1628.0,30.0,3,3,3,1.0
748,604900.0,2.0,3.0,1628.0,30.0,3,3,3,1.0
749,1070000.0,4.0,3.0,2300.0,40.0,2,3,3,4.0
